Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL542387,,None,363.93,1,5.39,37,Cl.c1ccc2c(c1)CC[C@H]1CN(Cc3ccc4ccccc4c3)CC[C@@H]21,IC50,'=',81.28,nM,7.09,,,UO_0000065,21.65,0.39,1.7,218.83,0,CHEMBL803929,In vitro for the binding affinity against sigma receptor by using [3H]DTG as radioligand in guinea pig cerebellum,B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3638233,Cerebellum,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1126294,1,Scientific Literature,J Med Chem,1992,None,
CHEMBL38565,,None,439.53,0,5,53,O=c1cc(-c2ccc(F)cc2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,IC50,'=',132,nM,6.88,,,UO_0000065,15.65,0.29,1.88,10.94,0,CHEMBL809884,Potency at the sigma binding site was determined in radioligand,B,BAO_0000357,single protein format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125448,1,Scientific Literature,J Med Chem,1992,None,
CHEMBL36966,,None,421.58,1,6.52,17,CN(C)CCCCCCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,IC50,'=',297,nM,6.53,,,UO_0000065,15.48,0.29,0.01,15.29,0,CHEMBL809885,Potency at the sigma binding site was determined in radioligand,B,BAO_0000357,single protein format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125448,1,Scientific Literature,J Med Chem,1992,None,
CHEMBL90288,,None,401.51,1,7.2,32,CN(C(=N)N(c1ccccc1)c1cccc2ccccc12)c1cccc2ccccc12,IC50,'=',11000,nM,4.96,,,UO_0000065,12.35,0.22,-2.24,16.35,0,CHEMBL803935,Tested in vitro for the concentration required to inhibit specific [3H]DTG radioligand binding to sigma receptor on guinea pig brain membrane,B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,None,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1127479,1,Scientific Literature,J Med Chem,1994,None,
CHEMBL607450,,None,369.34,0,4.4,(+/-)14,CN(C(=O)Cc1ccc(Cl)cc1Cl)[C@@H]1CCCC[C@@H]1N1CCCC1,IC50,'=',278,nM,6.56,,,UO_0000065,17.75,0.37,2.16,27.84,0,CHEMBL803878,Binding affinity for sigma opioid receptor using [3H](+)-3-PPP as radioligand,B,BAO_0000357,single protein format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125016,1,Scientific Literature,J Med Chem,1990,None,
CHEMBL38323,,None,393.53,1,5.74,30,CCN(CC)CCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,IC50,'=',100,nM,7,,,UO_0000065,17.79,0.33,1.26,16.4,0,CHEMBL809884,Potency at the sigma binding site was determined in radioligand,B,BAO_0000357,single protein format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125448,1,Scientific Literature,J Med Chem,1992,None,
CHEMBL91828,,None,317.44,1,5.05,43,CC(C)c1ccccc1/N=C(\N)N(C)c1cccc2ccccc12,IC50,'=',7250,nM,5.14,,,UO_0000065,16.19,0.29,0.09,12.35,0,CHEMBL803935,Tested in vitro for the concentration required to inhibit specific [3H]DTG radioligand binding to sigma receptor on guinea pig brain membrane,B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,None,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1127479,1,Scientific Literature,J Med Chem,1994,None,
CHEMBL81626,,None,295.43,1,5.39,21,CC(C)c1ccc(NC(=N)Nc2ccc(C(C)C)cc2)cc1,IC50,'=',242,nM,6.62,,,UO_0000065,22.4,0.41,1.23,13.81,0,CHEMBL803935,Tested in vitro for the concentration required to inhibit specific [3H]DTG radioligand binding to sigma receptor on guinea pig brain membrane,B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,None,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1127479,1,Scientific Literature,J Med Chem,1994,None,
CHEMBL92484,APTIGANEL,-1.0,303.41,0,4.89,40,CCc1cccc(N(C)C(=N)Nc2cccc3ccccc23)c1,IC50,'=',2540,nM,5.59,,,UO_0000065,18.44,0.33,0.71,14.3,0,CHEMBL803935,Tested in vitro for the concentration required to inhibit specific [3H]DTG radioligand binding to sigma receptor on guinea pig brain membrane,B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,None,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1127479,1,Scientific Literature,J Med Chem,1994,None,
CHEMBL90809,,None,339.44,1,5.87,28,CCN(C(=N)Nc1cccc2ccccc12)c1cccc2ccccc12,IC50,'=',6130,nM,5.21,,,UO_0000065,15.36,0.27,-0.66,13.32,0,CHEMBL803935,Tested in vitro for the concentration required to inhibit specific [3H]DTG radioligand binding to sigma receptor on guinea pig brain membrane,B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,None,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1127479,1,Scientific Literature,J Med Chem,1994,None,
CHEMBL143648,,None,298.43,0,2.94,29,CNCCN(C)CCOC(c1ccccc1)c1ccccc1,IC50,'=',231,nM,6.64,,,UO_0000065,22.24,0.41,3.7,27.09,0,CHEMBL847751,Binding affinity against sigma receptor using radioligand ([3H](+)-pentazocine) binding assay,B,BAO_0000357,single protein format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1129408,1,Scientific Literature,J Med Chem,1996,None,
CHEMBL314423,,None,265.36,0,3.66,56,CCc1cccc(NC(=N)N2CCc3ccccc32)c1,IC50,'=',341,nM,6.47,,,UO_0000065,24.37,0.44,2.81,16.53,0,CHEMBL803935,Tested in vitro for the concentration required to inhibit specific [3H]DTG radioligand binding to sigma receptor on guinea pig brain membrane,B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,None,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1127479,1,Scientific Literature,J Med Chem,1994,None,
CHEMBL543434,,None,317.86,0,4.29,15b,CCc1cccc(NC(=N)N(C)c2cccc(CC)c2)c1.Cl,IC50,'=',82,nM,7.09,,,UO_0000065,25.18,0.46,2.8,18.11,0,CHEMBL803933,"Binding assay for the sigma receptor sites is performed by utilizing [3H]N,N-di-o-tolylguanidine ([3H]DTG) and guinea pig brain membrane suspensions",B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,None,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1130271,1,Scientific Literature,J Med Chem,1997,None,
CHEMBL60859,BMY-14802,None,348.4,0,2.39,16,OC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1,IC50,'=',112,nM,6.95,,,UO_0000065,19.95,0.38,4.56,13.24,1,CHEMBL803875,Inhibitory concentration against radioligand [3H]3-PPP binding to haloperidol-sensitive sigma binding site in whole guinea pig brain,B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1126099,1,Scientific Literature,J Med Chem,1992,None,
CHEMBL275707,RIMCAZOLE,-1.0,321.47,0,3.87,2,C[C@@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@H](C)N1,IC50,'=',1480,nM,5.83,,,UO_0000065,18.13,0.33,1.96,28.86,0,CHEMBL873269,Binding affinity was evaluated using [3H]pentazocine binding to sigma-1 receptor from guinea pig brain,B,BAO_0000019,assay format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1130315,1,Scientific Literature,J Med Chem,1997,None,
CHEMBL116207,,None,343.47,0,4.25,44,c1ccc2c(c1)CN(CCN1C3CCC1c1c([nH]c4ccccc14)C3)C2,IC50,'=',141,nM,6.85,,,UO_0000065,19.95,0.36,2.6,30.76,0,CHEMBL803916,Binding affinity against sigma sites in guinea pig membrane using [3H]DTG as the radioligand,B,BAO_0000249,cell membrane format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1126584,1,Scientific Literature,J Med Chem,1993,None,
CHEMBL556043,,None,289.81,0,4.02,11a,CCc1cccc(NC(=N)Nc2ccccc2C)c1.Cl,IC50,'=',10.8,nM,7.97,,,UO_0000065,31.44,0.57,3.95,16.63,0,CHEMBL803933,"Binding assay for the sigma receptor sites is performed by utilizing [3H]N,N-di-o-tolylguanidine ([3H]DTG) and guinea pig brain membrane suspensions",B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,None,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1130271,1,Scientific Literature,J Med Chem,1997,None,
CHEMBL118665,,None,392.55,1,5.99,54,c1ccc(CCN2C3CCC2c2c(n(Cc4ccccc4)c4ccccc24)C3)cc1,IC50,'=',482,nM,6.32,,,UO_0000065,16.09,0.29,0.33,77.32,0,CHEMBL803916,Binding affinity against sigma sites in guinea pig membrane using [3H]DTG as the radioligand,B,BAO_0000249,cell membrane format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1126584,1,Scientific Literature,J Med Chem,1993,None,
CHEMBL543433,,None,344.67,1,5.01,21a,CCc1cccc(NC(=N)Nc2c(Cl)cccc2Cl)c1.Cl,IC50,'=',14.4,nM,7.84,,,UO_0000065,25.44,0.54,2.83,16.37,0,CHEMBL803933,"Binding assay for the sigma receptor sites is performed by utilizing [3H]N,N-di-o-tolylguanidine ([3H]DTG) and guinea pig brain membrane suspensions",B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,None,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1130271,1,Scientific Literature,J Med Chem,1997,None,
CHEMBL18786,CINANSERIN,-1.0,340.49,0,4.38,22 cinanserin,CN(C)CCCSc1ccccc1NC(=O)/C=C/c1ccccc1,IC50,'=',181.97,nM,6.74,,,UO_0000065,19.8,0.38,2.36,20.84,0,CHEMBL805753,The compound was tested for affinity towards sigma-3 receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1127786,1,Scientific Literature,J Med Chem,1994,None,
CHEMBL539360,,None,407.99,1,5.76,68,Cl.N=C(Nc1ccccc1/C=C/c1ccccc1)NC12CC3CC(CC(C3)C1)C2,IC50,'=',345,nM,6.46,,,UO_0000065,17.39,0.32,0.7,13.49,0,CHEMBL804883,In vitro inhibitory activity against [3H]DTG binding to Sigma opioid receptor in guinea pig brain membrane homogenates,B,BAO_0000249,cell membrane format,Cavia porcellus,CHEMBL3638188,Brain,None,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125137,1,Scientific Literature,J Med Chem,1990,None,
CHEMBL412640,,None,411.59,1,6.27,66,O=c1cc(C2CCCCC2)oc2ccc(OCCCCCCN3CCCCC3)cc12,IC50,'=',32,nM,7.5,,,UO_0000065,18.21,0.34,1.22,17.56,0,CHEMBL809884,Potency at the sigma binding site was determined in radioligand,B,BAO_0000357,single protein format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125448,1,Scientific Literature,J Med Chem,1992,None,
CHEMBL128860,,None,369.55,1,5.42,6d,CCCCC(Cc1ccc(OC)c(OCCc2ccccc2)c1)NCCC,IC50,'=',2.1,nM,8.68,,,UO_0000065,23.48,0.44,3.26,28.46,0,CHEMBL809837,In vitro binding affinity at Sigma opioid receptors on guinea pig brain membranes by [3H]3-PPP displacement.,B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,None,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132405,1,Scientific Literature,J Med Chem,1999,None,
CHEMBL1744014,,None,327.9,0,4.21,53,Cl.c1ccc(CCN2CCC3(CCc4ccccc43)CC2)cc1,IC50,'=',2.754,nM,8.56,,,UO_0000065,29.37,0.53,4.35,264.2,0,CHEMBL873464,In vitro binding affinity against sigma receptor by using [3H]-DTG ([3H]-6) as radioligand in guinea pig cerebellum.,B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3638233,Cerebellum,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1126060,1,Scientific Literature,J Med Chem,1992,None,
CHEMBL1744005,,None,307.86,0,3.15,56,Cl.c1ccc2c(c1)CCC21CCN(CC2CCCO2)CC1,IC50,'=',3.162,nM,8.5,,,UO_0000065,31.32,0.58,5.35,68.16,0,CHEMBL873464,In vitro binding affinity against sigma receptor by using [3H]-DTG ([3H]-6) as radioligand in guinea pig cerebellum.,B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3638233,Cerebellum,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1126060,1,Scientific Literature,J Med Chem,1992,None,
CHEMBL39203,,None,422.53,0,4.25,51,O=c1cc(-c2cccnc2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,IC50,'=',210,nM,6.68,,,UO_0000065,15.8,0.29,2.43,8.81,0,CHEMBL809884,Potency at the sigma binding site was determined in radioligand,B,BAO_0000357,single protein format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125448,1,Scientific Literature,J Med Chem,1992,None,
CHEMBL62770,,None,269.43,0,4.32,24,CC(C)=CCN1CCC2(CCCc3ccccc32)CC1,IC50,'=',1.047,nM,8.98,,,UO_0000065,33.33,0.61,4.66,277.16,0,CHEMBL873464,In vitro binding affinity against sigma receptor by using [3H]-DTG ([3H]-6) as radioligand in guinea pig cerebellum.,B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3638233,Cerebellum,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1126060,1,Scientific Literature,J Med Chem,1992,None,
CHEMBL1744003,,None,341.93,0,4.87,32,Cc1ccc(CN2CCC3(CCCc4ccccc43)CC2)cc1.Cl,IC50,'=',1.413,nM,8.85,,,UO_0000065,28.97,0.53,3.98,273.14,0,CHEMBL873464,In vitro binding affinity against sigma receptor by using [3H]-DTG ([3H]-6) as radioligand in guinea pig cerebellum.,B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3638233,Cerebellum,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1126060,1,Scientific Literature,J Med Chem,1992,None,
CHEMBL88465,,None,325.42,1,5.48,27,CN(C(=N)Nc1cccc2ccccc12)c1cccc2ccccc12,IC50,'=',4800,nM,5.32,,,UO_0000065,16.34,0.29,-0.16,13.6,0,CHEMBL803935,Tested in vitro for the concentration required to inhibit specific [3H]DTG radioligand binding to sigma receptor on guinea pig brain membrane,B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,None,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1127479,1,Scientific Literature,J Med Chem,1994,None,
CHEMBL287894,,None,337.42,0,4.18,11,CN(C)CCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,IC50,'=',400,nM,6.4,,,UO_0000065,18.96,0.35,2.22,14.99,0,CHEMBL809884,Potency at the sigma binding site was determined in radioligand,B,BAO_0000357,single protein format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125448,1,Scientific Literature,J Med Chem,1992,None,
CHEMBL2023823,,None,400.61,1,5.79,2a,CN1CCN(c2ccc(C(c3ccccc3)C34CC5CC(CC(C5)C3)C4)cc2)CC1,IC50,'=',3.2,nM,8.49,,,UO_0000065,21.2,0.39,2.7,131.09,0,CHEMBL2026918,Displacement of [3H](+)pentazocine from sigma-1 receptor expressed in human Jurkat cell membranes after 2 hrs by liquid scintillation spectroscopy,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2021794,1,Scientific Literature,Bioorg Med Chem,2012,CHEMBL3307526,
CHEMBL54,HALOPERIDOL,4.0,375.87,0,4.43,27 haloperidol,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,IC50,'=',213.8,nM,6.67,,,UO_0000065,17.75,0.35,2.24,16.45,0,CHEMBL805753,The compound was tested for affinity towards sigma-3 receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1127786,1,Scientific Literature,J Med Chem,1994,None,
CHEMBL320435,,None,251.37,0,3.69,14,CN(C)C1CCc2ccccc2C1c1ccccc1,IC50,'=',1380.38,nM,5.86,,,UO_0000065,23.31,0.42,2.17,180.86,0,CHEMBL805753,The compound was tested for affinity towards sigma-3 receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1127786,1,Scientific Literature,J Med Chem,1994,None,
CHEMBL1744006,,None,327.9,0,4.48,55,Cc1ccc(CN2CCC3(CCc4ccccc43)CC2)cc1.Cl,IC50,'=',5.888,nM,8.23,,,UO_0000065,28.24,0.51,3.75,254.01,0,CHEMBL873464,In vitro binding affinity against sigma receptor by using [3H]-DTG ([3H]-6) as radioligand in guinea pig cerebellum.,B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3638233,Cerebellum,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1126060,1,Scientific Literature,J Med Chem,1992,None,
CHEMBL544282,,None,279.86,0,3.84,16,CCCCN1CC[C@H]2c3ccccc3CC[C@H]2C1.Cl,IC50,'=',6.31,nM,8.2,,,UO_0000065,33.69,0.62,4.36,253.09,0,CHEMBL803929,In vitro for the binding affinity against sigma receptor by using [3H]DTG as radioligand in guinea pig cerebellum,B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3638233,Cerebellum,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1126294,1,Scientific Literature,J Med Chem,1992,None,
CHEMBL545007,,None,345.92,0,3.63,64,Cl.N=C(NC1C[C@H]1c1ccccc1)NC12CC3CC(CC(C3)C1)C2,IC50,'=',120,nM,6.92,,,UO_0000065,22.36,0.41,3.29,14.45,0,CHEMBL804883,In vitro inhibitory activity against [3H]DTG binding to Sigma opioid receptor in guinea pig brain membrane homogenates,B,BAO_0000249,cell membrane format,Cavia porcellus,CHEMBL3638188,Brain,None,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125137,1,Scientific Literature,J Med Chem,1990,None,
CHEMBL340275,,None,439.68,1,7.32,7f,CCCCCCC(Cc1ccc(OC)c(OCCc2ccccc2)c1)N(CCC)CCC,IC50,'=',150,nM,6.82,,,UO_0000065,15.52,0.29,-0.5,31.45,0,CHEMBL809837,In vitro binding affinity at Sigma opioid receptors on guinea pig brain membranes by [3H]3-PPP displacement.,B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,None,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132405,1,Scientific Literature,J Med Chem,1999,None,
CHEMBL38983,,None,323.39,0,3.79,10,CN(C)CCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,IC50,'=',257,nM,6.59,,,UO_0000065,20.38,0.38,2.8,15.44,0,CHEMBL809884,Potency at the sigma binding site was determined in radioligand,B,BAO_0000357,single protein format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125448,1,Scientific Literature,J Med Chem,1992,None,
CHEMBL553745,,None,287.83,0,3.69,40(cis),CN(C)C1Cc2ccccc2C(c2ccccc2)C1.Cl,IC50,'=',960,nM,6.02,,,UO_0000065,23.94,0.43,2.33,185.73,0,CHEMBL803753,"Binding affinity against sigma receptor from guinea pig brain (minus cerebellum) homogenates, using [3H]ditolylguanidine (DTG) as radioligand.",B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3638233,Cerebellum,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1126782,1,Scientific Literature,J Med Chem,1993,None,
CHEMBL312600,,None,463.06,0,4.35,15,N=C(Nc1ccccc1I)Nc1ccccc1I,IC50,'=',14,nM,7.85,,,UO_0000065,16.96,0.6,3.5,16.39,0,CHEMBL804883,In vitro inhibitory activity against [3H]DTG binding to Sigma opioid receptor in guinea pig brain membrane homogenates,B,BAO_0000249,cell membrane format,Cavia porcellus,CHEMBL3638188,Brain,None,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125137,1,Scientific Literature,J Med Chem,1990,None,
CHEMBL538845,,None,377.96,0,4.62,5i,COc1ccc(CC(N)CCC(C)C)cc1OCCc1ccccc1.Cl,IC50,'=',130,nM,6.89,,,UO_0000065,20.16,0.38,2.27,15.48,0,CHEMBL809837,In vitro binding affinity at Sigma opioid receptors on guinea pig brain membranes by [3H]3-PPP displacement.,B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,None,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132405,1,Scientific Literature,J Med Chem,1999,None,
CHEMBL117898,,None,320.44,0,4.85,(+)-40,c1coc(CCCCN2C3CCC2c2c([nH]c4ccccc24)C3)c1,IC50,'=',482,nM,6.32,,,UO_0000065,19.71,0.36,1.47,19.64,0,CHEMBL803754,Binding affinity against sigma sites in guinea pig membrane using [3H](+)-3-PPP as the radioligand,B,BAO_0000249,cell membrane format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1126584,1,Scientific Literature,J Med Chem,1993,None,
CHEMBL115280,,None,413.52,0,4.41,36,O=C1NCN(c2ccccc2)C12CCN(Cc1cccc(Oc3ccccc3)c1)CC2,IC50,'=',1250,nM,5.9,,,UO_0000065,14.28,0.26,1.49,13.17,0,CHEMBL847756,Inhibition of sigma receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134625,1,Scientific Literature,J Med Chem,2001,None,
CHEMBL38952,,None,435.56,1,5.25,74,O=c1cc(-c2ccccc2)oc2cc(OCCCCCCCN3CCC(O)CC3)ccc12,IC50,'=',19,nM,7.72,,,UO_0000065,17.73,0.33,2.47,12.27,0,CHEMBL809884,Potency at the sigma binding site was determined in radioligand,B,BAO_0000357,single protein format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125448,1,Scientific Literature,J Med Chem,1992,None,
CHEMBL54407,,None,299.42,0,3.6,2,COc1cccc(NC(=N)NC23CC4CC(CC(C4)C2)C3)c1,IC50,'=',7,nM,8.15,,,UO_0000065,27.24,0.51,4.55,14.27,0,CHEMBL804880,Displacement of [3H]DTG from sigma opioid receptor of homogenized guinea pig whole brain,B,BAO_0000019,assay format,Cavia porcellus,CHEMBL3638188,Brain,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125262,1,Scientific Literature,J Med Chem,1991,None,
CHEMBL54661,FLUPENTIXOL,3.0,434.53,0,4.6,25 cis- flupenthixol,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,IC50,'=',2.239,nM,8.65,,,UO_0000065,19.91,0.39,4.05,32.38,0,CHEMBL805753,The compound was tested for affinity towards sigma-3 receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1127786,1,Scientific Literature,J Med Chem,1994,None,
CHEMBL37410,,None,437.54,0,4.47,49,COc1cccc(-c2cc(=O)c3cc(OCCCCCN4CCC(O)CC4)ccc3o2)c1,IC50,'=',320,nM,6.5,,,UO_0000065,14.84,0.28,2.02,9,0,CHEMBL809885,Potency at the sigma binding site was determined in radioligand,B,BAO_0000357,single protein format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125448,1,Scientific Literature,J Med Chem,1992,None,
CHEMBL38322,,None,407.51,0,4.73,31,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCOCC3)cc12,IC50,'=',713,nM,6.15,,,UO_0000065,15.08,0.28,1.42,11.84,0,CHEMBL809885,Potency at the sigma binding site was determined in radioligand,B,BAO_0000357,single protein format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125448,1,Scientific Literature,J Med Chem,1992,None,
CHEMBL39583,,None,427.59,1,5.24,60,O=c1cc(C2CCCCC2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,IC50,'=',46,nM,7.34,,,UO_0000065,17.16,0.32,2.1,11.66,0,CHEMBL809884,Potency at the sigma binding site was determined in radioligand,B,BAO_0000357,single protein format,Cavia porcellus,None,None,None,None,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125448,1,Scientific Literature,J Med Chem,1992,None,
